,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
10,47.0,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,46,-56,-0.9999994880000463,0.47723196323410255,12.125,14.862542955326461,10.795017182130586,23.989583333333332,173,1164,1,1,4
11,48.0,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,32,-21,-0.9999988872730267,0.5999866001827412,12.157894736842104,20.346320346320347,13.001686033264981,22.70175438596491,141,693,0,10,4
12,49.0,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,33,-29,-0.9999984600006334,0.5465404545275989,9.9125,17.276166456494323,10.875466582597731,17.8,137,793,0,6,4
13,50.0,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,56,-24,-0.9999989800002423,0.7177399337837495,13.784615384615385,15.625,11.763846153846155,28.50769230769231,140,896,0,32,3
14,51.0,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,64,-20,-0.9999990036365937,0.7634060465677719,11.95,19.142259414225943,12.436903765690378,23.0125,183,956,0,11,4
15,52.0,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,24,0,-0.9999990400002133,0.9202938056673428,15.142857142857142,20.440251572327046,14.233243486073675,27.61904761904762,65,318,0,0,4
16,53.0,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,76,-39,-0.9999989556759294,0.7347612334762256,116.625,17.470525187566988,53.63821007502679,234.375,163,933,0,15,3
17,54.0,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,23,0,-0.9999990400002133,0.730842123695836,9.910714285714286,16.756756756756758,10.666988416988417,19.357142857142858,93,555,0,0,4
18,55.0,https://insights.blackcoffer.com/evolution-of-advertising-industry/,15,-5,-0.999999000000238,0.641709350738907,10.41025641025641,20.689655172413794,12.439964633068081,20.333333333333332,84,406,0,1,4
19,56.0,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,3,-4,-0.9999993600003444,0.4880523347289398,15.909090909090908,18.285714285714285,13.677922077922076,30.818181818181817,32,175,0,2,4
20,57.0,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,0,0,-0.9999990800001932,0.5194185298613686,3.5,0.0,1.4000000000000001,10.0,0,7,1,0,2
21,58.0,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,24,-69,-0.9999991626668236,0.24052905559552057,14.981818181818182,17.354368932038835,12.934474845542807,28.181818181818183,143,824,0,2,4
22,59.0,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,16,-14,-0.9999984800007692,0.5450195989013302,15.5,20.276497695852534,14.310599078341014,28.964285714285715,88,434,0,4,4
23,60.0,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,55,-42,-0.999998781538815,0.5864406511302076,9.672727272727272,14.003759398496241,9.470594668489406,20.027272727272727,149,1064,0,10,4
24,61.0,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,40,-3,-0.9999990335137293,0.9886529388064221,9.325581395348838,18.952618453865338,11.31127993968567,17.930232558139537,76,401,0,4,4
25,62.0,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,4,-1,-0.9999990133335794,0.5886708597034517,14.5,13.793103448275861,11.317241379310346,25.9375,32,232,0,0,4
26,63.0,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,23,-9,-0.9999989885716704,0.6294101210698,14.404255319148936,13.44165435745938,11.138363870643326,26.97872340425532,91,677,0,4,4
27,64.0,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,17,-7,-0.999998984000247,0.6677568540086805,15.409090909090908,24.188790560471976,15.839152587825154,29.227272727272727,82,339,0,1,4
28,65.0,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,14,-8,-0.9999989333336184,0.6805546697381666,7.555555555555555,17.15686274509804,9.884967320261438,15.851851851851851,35,204,0,0,4
29,66.0,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,4,0,-0.9999990400002217,0.7328715968925948,9.5,25.263157894736842,13.905263157894737,17.1,24,95,0,1,4
30,67.0,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,19,-36,-0.999999209411906,0.3232035947576344,8.127272727272727,15.212527964205815,9.335920276591418,17.09090909090909,68,447,0,19,3
31,68.0,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,5,-2,-0.9999989866669339,0.6774558968242628,11.666666666666666,14.285714285714285,10.38095238095238,22.22222222222222,15,105,0,1,3
32,69.0,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,52,-18,-0.9999989976472924,0.7530389879761983,13.30188679245283,20.99290780141844,13.71791783754851,24.849056603773583,148,705,0,0,4
33,70.0,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,6,-18,-0.9999991600001631,0.3139699510316858,10.758620689655173,20.833333333333336,12.636781609195404,20.862068965517242,65,312,0,9,4
34,71.0,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,21,-37,-0.9999992250001356,0.38071906707501735,11.72549019607843,14.88294314381271,10.643373335956458,23.058823529411764,89,598,0,7,4
35,72.0,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,26,-48,-0.999999214545592,0.41024295624718915,13.726027397260275,23.253493013972058,14.791808164492933,27.17808219178082,233,1002,0,15,4
36,73.0,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,43,-22,-0.9999989561907322,0.6372988623068897,13.852941176470589,17.091295116772823,12.377694517297366,28.235294117647058,161,942,0,19,3
37,74.0,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,32,-24,-0.999998800000357,0.5695279394644258,10.7875,16.685979142526072,10.98939165701043,21.0625,144,863,0,18,4
38,75.0,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,23,-7,-0.9999990050002324,0.7217063615448828,7.016393442622951,15.654205607476634,9.068239620039833,15.967213114754099,67,428,0,1,3
39,76.0,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,39,-8,-0.9999990193550617,0.7657978705939917,10.681818181818182,16.453900709219855,10.854287556415215,24.151515151515152,116,705,0,5,3
40,77.0,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,26,-6,-0.9999990160002259,1.0,14.9375,19.246861924686193,13.673744769874478,32.375,46,239,0,8,3
41,78.0,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,38,-16,-0.9999989818184246,0.6414122882145703,14.352941176470589,17.520491803278688,12.74937319189971,27.0,171,976,0,7,4
42,79.0,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,22,-69,-0.9999991574469678,0.05067662589089883,7.527777777777778,16.789667896678967,9.726978269782698,15.833333333333334,91,542,0,13,3
43,80.0,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,54,-22,-0.9999989850002399,0.7979928746077363,7.934210526315789,10.11608623548922,7.220118704722004,16.855263157894736,61,603,0,5,3
44,81.0,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,24,-40,-0.9999992400001296,0.40488273650789447,13.634615384615385,11.42454160789845,10.023662797005535,25.557692307692307,81,709,1,2,4
45,82.0,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,28,-24,-0.9999985600005624,0.5425351070086836,10.82716049382716,19.04218928164196,11.947739910187648,20.71604938271605,167,877,0,9,4
46,83.0,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,22,-78,-0.9999991514287331,0.0,7.8108108108108105,17.1280276816609,9.975535396988684,16.256756756756758,99,578,0,15,3
47,84.0,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,37,-32,-0.9999985280005576,0.5499912351262483,13.951612903225806,15.028901734104046,11.592205854931942,28.5,130,865,0,5,3
48,85.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,23,-13,-0.9999989360002739,0.629578625912263,17.46153846153846,16.519823788546255,13.592544900033886,33.34615384615385,75,454,0,1,4
49,86.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,36,-24,-0.9999988800003019,0.6020109235665279,18.35,18.52861035422343,14.751444141689374,33.975,136,734,0,1,4
50,87.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,31,-48,-0.9999992658824716,0.43054764308748383,12.448717948717949,16.992790937178167,11.776603554358447,24.987179487179485,165,971,0,5,4
51,88.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,30,-12,-0.999998986666908,0.5609000153607389,12.327956989247312,6.279982555604012,7.44317581794053,21.973118279569892,144,2293,0,0,4
52,89.0,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,33,-42,-0.9999994133334102,0.4712037393852088,11.902439024390244,17.315573770491806,11.687205117952821,23.597560975609756,169,976,0,10,4
53,90.0,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,28,-59,-0.9999991922582098,0.3565309093469723,16.551724137931036,20.208333333333332,14.704022988505749,28.896551724137932,194,960,0,0,4
54,91.0,https://insights.blackcoffer.com/human-rights-outlook/,3,-3,-0.75999919040017,0.5194185298613686,11.625,16.129032258064516,11.101612903225806,24.0,15,93,1,2,3
55,92.0,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,28,-4,-0.9999990266668867,0.7385636810391458,12.347826086956522,13.732394366197184,10.432088181261484,24.76086956521739,78,568,0,2,4
56,93.0,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,36,-31,-0.999998544000547,0.5485188952147276,8.504201680672269,15.810276679841898,9.725791344205668,17.235294117647058,160,1012,0,6,3
57,94.0,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,48,-15,-0.9999990036365943,0.6932596355264111,10.946236559139784,15.324165029469548,10.508160635443733,21.311827956989248,156,1018,0,5,4
58,95.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,29,-32,-0.9999998933334235,0.49441464597467644,13.891304347826088,16.431924882629108,12.129291692182079,26.152173913043477,105,639,0,3,4
59,96.0,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,16,-41,-0.9999991712001549,0.396689390410795,17.639344262295083,16.728624535315987,13.747187519044429,31.704918032786885,180,1076,0,1,4
60,97.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,13,-42,-0.9999991558622299,0.25695118194231703,11.916666666666666,16.95804195804196,11.54988344988345,22.770833333333332,97,572,0,5,4
61,98.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,32,-47,-0.9999992906667771,0.40246487940830994,9.095890410958905,18.22289156626506,10.927512790889587,18.36986301369863,121,664,0,37,3
62,99.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,20,-27,-0.9999993485715366,0.45689070139729737,17.10810810810811,19.431279620853083,14.615755091584475,31.945945945945947,123,633,0,12,4
63,100.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,20,-41,-0.9999991961906215,0.36450218639083815,15.0,18.503401360544217,13.401360544217688,26.714285714285715,136,735,0,3,4
64,101.0,https://insights.blackcoffer.com/travel-and-tourism-outlook/,3,-3,-0.75999919040017,0.5194185298613686,10.8,12.962962962962962,9.505185185185185,21.8,14,108,1,2,3
65,102.0,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,24,-41,-0.9999992329413083,0.37887020601308696,10.96551724137931,18.867924528301888,11.93337670787248,21.155172413793103,120,636,0,13,4
66,103.0,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,5,-24,-0.9999991410528,0.26676331941503256,13.0,15.128205128205128,11.251282051282052,23.633333333333333,59,390,0,4,4
67,104.0,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,25,-54,-0.9999991889656641,0.3015754293131535,13.98,21.316165951359086,14.118466380543635,24.7,149,699,1,4,4
68,105.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,21,-35,-0.9999992400001311,0.3853262170923502,14.64864864864865,14.022140221402212,11.468315548020346,32.62162162162162,76,542,0,7,3
69,106.0,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,5,-2,-0.9999989866669339,0.5856922648875481,12.052631578947368,21.397379912663755,13.380004596644449,21.63157894736842,49,229,0,0,4
70,107.0,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,12,-3,-0.9999990133335647,0.65740638137421,11.4375,12.295081967213115,9.493032786885246,21.125,45,366,0,4,4
71,108.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,28,-58,-0.999999194666811,0.257143747841887,18.774193548387096,20.962199312714777,15.894557144440752,36.61290322580645,122,582,1,3,4
72,109.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,25,-25,0.9999999999999998,0.5194185298613686,11.966666666666667,9.749303621169917,8.686388115134633,26.666666666666668,35,359,0,42,3
73,110.0,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,6,-40,-0.9999991341178169,0.24112164956656434,14.0,17.391304347826086,12.556521739130435,25.67391304347826,112,644,0,0,4
74,111.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,15,-33,-0.9999991866668168,0.36104275142778636,11.326923076923077,15.789473684210526,10.846558704453441,22.442307692307693,93,589,1,0,4
75,112.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,27,-53,-0.9999992030770645,0.31592660370311765,12.288461538461538,21.752738654147105,13.616480077043457,23.096153846153847,139,639,0,3,4
76,113.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,22,-36,-0.9999992457144146,0.4235425261678266,14.528301886792454,16.623376623376622,12.460671404067632,27.132075471698112,128,770,0,8,4
77,114.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,44,-48,-1.0,0.4959386922165434,12.971014492753623,15.195530726256983,11.266618087604243,24.869565217391305,136,895,0,4,4
78,115.0,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,23,-45,-0.9999992036365056,0.42147987876301807,16.27027027027027,16.27906976744186,13.019736015084852,27.783783783783782,196,1204,0,4,4
79,116.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,23,-26,-0.9999997333334438,0.483791608631553,48.5,9.278350515463918,23.11134020618557,91.9,45,485,0,46,3
80,117.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,38,-69,-0.9999992180646503,0.37645767771525784,16.028985507246375,17.17902350813743,13.283203606153524,30.434782608695652,190,1106,0,11,4
81,118.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,30,-52,-0.9999992290910406,0.34624348218217105,8.794871794871796,12.099125364431487,8.357598863721313,18.294871794871796,83,686,0,7,3
82,119.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,8,-14,-0.9999992266668168,0.3832095275073508,14.666666666666666,21.818181818181817,14.593939393939394,25.6,48,220,0,1,4
83,120.0,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,45,-92,-0.9999991965958868,0.34605976439349007,16.344827586206897,16.455696202531644,13.120209515495418,28.03448275862069,234,1422,0,6,4
84,121.0,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,32,-64,-0.9999992000001418,0.2862853902058247,12.73015873015873,13.715710723192021,10.578347781340302,27.396825396825395,110,802,0,36,3
85,122.0,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,30,-63,-0.9999991927274176,0.3501350561743639,12.576470588235294,15.622076707202995,11.279418918175317,23.529411764705884,167,1069,0,12,4
86,123.0,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,38,-83,-0.9999991875557017,0.2944748297491995,14.533333333333333,16.14678899082569,12.27204892966361,27.466666666666665,176,1090,1,11,4
87,124.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,46,-75,-0.999999246896674,0.39332310542579046,17.202898550724637,17.354675652906487,13.823029681452448,31.44927536231884,206,1187,0,9,4
88,125.0,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,53,-19,-0.9999989952943523,0.6843595381510352,16.571428571428573,18.773946360153257,14.138149972632732,33.57142857142857,196,1044,0,2,4
89,126.0,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,16,-24,-0.9999992800001262,0.4353475000259621,15.65625,18.962075848303392,13.847330339321358,29.84375,95,501,0,3,4
90,127.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,40,-95,-0.999999178181968,0.23657317645530468,14.46376811594203,16.63326653306613,12.438813859603265,26.72463768115942,166,998,0,7,4
91,128.0,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,30,-44,-0.9999992914286825,0.3874790753199426,9.283333333333333,12.567324955116696,8.74026331538001,19.4,70,557,0,5,3
92,129.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,5,-18,-0.9999991507693968,0.3383452060064076,14.428571428571429,15.099009900990099,11.811032531824612,24.785714285714285,61,404,0,1,4
93,130.0,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,17,-48,-0.9999991638711251,0.3366665654103018,18.16,14.096916299559473,12.902766519823789,32.58,128,908,0,2,4
94,131.0,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,85,-31,-0.9999989940743084,0.7673341341213245,15.542857142857143,19.94485294117647,14.195084033613448,28.557142857142857,217,1088,1,0,4
95,132.0,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,24,-21,-0.9999984800006693,0.5388004713106787,14.0,14.408866995073891,11.363546798029558,27.362068965517242,117,812,0,7,4
96,133.0,https://insights.blackcoffer.com/continued-demand-for-sustainability/,45,-31,-0.9999988628574514,0.6306866192244888,15.195121951219512,25.68218298555377,16.350921974709316,27.121951219512194,160,623,0,0,5
97,134.0,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,11,-10,-0.9999982400014196,0.5408194234671679,15.571428571428571,23.394495412844037,15.586369593709044,27.857142857142858,51,218,1,4,4
98,135.0,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,5,-8,-0.9999992533335046,0.4260328125298732,13.142857142857142,8.695652173913043,8.735403726708075,26.071428571428573,16,184,0,7,3
99,136.0,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0,-19,-0.9999991200001769,0.02530169576987351,10.65,21.12676056338028,12.710704225352112,23.35,45,213,0,5,3
100,137.0,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,4,-6,-0.9999992800002012,0.43963267444736,19.571428571428573,17.51824817518248,14.835870698644422,39.285714285714285,24,137,0,3,4
101,138.0,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,5,-9,-0.9999992200001638,0.3613811623919444,10.357142857142858,24.82758620689655,14.073891625615765,21.714285714285715,36,145,0,8,4
102,139.0,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,25,-7,-0.9999990088891187,0.9213831401053582,13.352941176470589,26.431718061674008,15.91386369525784,22.941176470588236,60,227,0,0,5
103,140.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,15,-54,-0.9999991507693933,0.1917091396217958,15.878048780487806,14.746543778801843,12.24983702371586,28.365853658536587,96,651,0,0,4
104,141.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,8,-49,-0.999999135609925,0.1303473174982785,15.157894736842104,14.583333333333334,11.896491228070175,29.842105263157894,84,576,0,4,4
105,142.0,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,36,-70,-0.9999992047060219,0.35369488333638044,14.64864864864865,19.095940959409592,13.497835843223298,27.16216216216216,207,1084,0,1,4
106,143.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,5,-25,-0.9999991400001687,0.22486859588381486,10.735294117647058,16.71232876712329,10.97904915390814,19.735294117647058,61,365,0,2,4
107,144.0,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,0,0,-0.9999990800001932,0.5194185298613686,3.5,0.0,1.4000000000000001,10.0,0,7,1,0,2
108,145.0,https://insights.blackcoffer.com/blockchain-in-fintech/,15,-14,-0.9999979200018868,0.5295892516028133,14.833333333333334,15.730337078651685,12.225468164794009,28.77777777777778,84,534,0,2,4
109,146.0,https://insights.blackcoffer.com/blockchain-for-payments/,22,-27,-0.9999994720000913,0.4726193090828432,12.3125,20.642978003384094,13.182191201353639,22.0625,122,591,0,9,4
110,147.0,https://insights.blackcoffer.com/the-future-of-investing/,36,-15,-0.9999989828573854,0.6280941008428877,15.205882352941176,13.733075435203096,11.575583115257709,27.014705882352942,142,1034,0,2,4
111,148.0,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,26,-45,-0.9999992294738166,0.38527684576097104,10.707692307692307,18.96551724137931,11.869283819628647,19.723076923076924,132,696,0,2,4
112,149.0,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,34,-7,-0.9999990192594826,0.8168507891987835,14.862068965517242,25.986078886310903,16.339259140731258,27.310344827586206,112,431,0,0,4
113,150.0,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,31,-40,-0.9999993955556387,0.44516000723251153,9.507692307692308,17.96116504854369,10.9875429424944,17.692307692307693,111,618,0,8,4
